userID,itemID,productRating,timestamp
531,22,0.3,462601322
930,26,8.1,711828213
504,25,6.1,364369137
574,36,3.5,487211399
599,38,6.5,637447892
316,50,7.3,877647413
873,43,4.9,345512763
17,30,8.7,528211796
919,41,5.5,509639176
996,13,4.4,434407718
756,21,4.2,876124395
593,12,1.8,259900395
181,28,2,727599339
649,1,6.9,588009378
64,15,8.6,440978386
405,28,1,328845652
726,24,7.3,832147985
459,12,5.7,745776454
687,47,6.5,129251322
703,34,5.9,311400126
319,47,6.5,146186183
993,30,3.6,952763446
471,49,0.9,798674666
671,14,7.8,769453741
815,35,4.3,420339932
491,4,8.9,665068623
503,40,1.9,293131324
346,19,7.6,413539907
988,4,3.5,447551902
309,26,9.8,547822170
610,12,9.4,730614267
309,37,2,153192372
784,4,6,161859231
212,33,7.7,894260361
952,9,9.6,242533596
150,32,2.2,392810766
615,5,6.4,984269522
371,21,6.5,590387075
320,29,4.9,847697560
367,41,2.1,828422902
705,24,2.3,842779391
278,11,7.8,821342942
157,42,2,458889582
676,33,7.7,954470354
799,21,0.2,106246384
927,23,1.4,996639507
802,3,2.1,294352449
984,18,2.6,233134346
662,45,0.4,469966294
653,47,0.1,518659579
757,36,6.2,280969515
772,28,7.8,964406830
891,3,8.9,331263583
419,1,6.5,894953713
594,49,1.1,499806223
995,26,9.2,575487380
413,46,1.7,873668983
805,44,6.6,725627661
861,50,8.6,318691168
745,24,3.6,926564948
100,20,5.8,475810762
982,8,9,778724495
695,29,7.8,320437080
943,15,3.3,595781083
272,38,8.2,346270925
292,31,9.2,468351556
413,25,0.4,931974102
172,27,2.1,747308746
986,48,8.2,422637880
272,7,0.2,361438463
510,50,2.1,459739356
395,45,8.4,775312296
135,16,5,413244317
942,41,3.7,108945377
927,4,5.4,969017782
202,45,8.4,796349181
715,25,3.9,847245824
494,21,1.1,176027766
688,46,6.3,807221552
11,5,0.3,938983195
79,27,9.9,286453298
338,40,6.4,259263535
645,9,4.1,501798728
342,11,8.9,659696665
861,47,2.4,497579848
823,7,2.3,964837452
65,38,0.9,648519659
852,49,0.3,519049113
740,42,1.4,293359104
172,32,1.5,702912015
619,35,5.8,962683116
914,23,0.4,507167270
139,23,5,557733620
7,24,7.7,381202915
576,27,9.8,393066588
251,31,8.1,296915589
220,11,2.2,922100665
17,2,9.1,213887466
587,31,1,181216405
374,13,3.4,365693642
969,26,5.1,676587270
763,37,0.7,844441308
441,3,7.6,824422967
231,11,7.1,516662497
392,41,8.4,549535353
737,30,8.5,371592984
768,1,6.8,973963066
541,7,3.6,189217163
428,8,5.2,759503637
706,30,8.8,875915938
540,22,3.2,723479992
380,4,6.8,287778214
681,33,5.5,561308602
688,1,3.3,787784860
495,25,0.1,106602134
518,42,8.2,346090138
386,32,5,569729456
504,2,6.2,859973690
300,4,5.7,988096717
255,34,4.5,545632821
721,9,5.9,610309787
649,8,9.8,142232184
282,15,4.3,291444684
662,6,0.4,201959111
10,20,8.1,182286844
878,13,4.1,118545800
427,10,9.5,446755353
810,18,7,776803347
485,20,4.2,222201416
211,3,5.2,836924642
477,23,0.1,234723954
720,31,4.1,690974936
290,30,9.2,671582478
914,7,7.2,148123597
766,15,2,248798103
995,29,1.9,609130055
504,13,4.8,351243472
689,17,2.8,801433610
493,17,3.6,745345467
69,34,9.3,575773679
656,35,2.7,585887650
764,32,1.1,231443322
765,31,7.8,193642008
237,29,4.2,560079145
96,14,3.6,692750326
153,9,6.5,769296645
915,6,8.5,954843429
975,28,6.4,787530761
460,24,9.4,789324874
896,47,8.1,661251636
67,7,1.4,880634008
522,43,4.3,298822622
531,37,2.3,396053636
133,45,8.4,325112480
112,13,7.9,175895134
57,30,1,898809414
797,43,0.5,855504728
200,18,2.6,805337003
807,27,1.2,106750092
149,41,5.7,638752193
448,8,2,417040299
348,29,4.6,534278222
256,14,0.6,459964973
458,44,2.6,531846184
201,13,1.3,905870246
789,10,8.7,552607482
114,46,6.7,637416191
681,4,2.4,778204798
514,27,9.2,553832180
594,43,1.1,151950116
272,17,7.6,131879252
731,28,7.9,657085481
109,21,5.2,227912672
472,2,6.6,772282453
246,31,8.7,316391451
72,27,7.2,480260117
230,49,9.4,478680803
6,3,6.9,884494308
316,20,4.6,193763526
453,50,4.3,391146449
659,28,7.6,992628472
559,26,2.4,656683782
725,33,8.7,790463615
525,19,3.1,506007912
167,8,2.9,731407296
775,23,6.3,192570904
757,14,4.8,189110084
930,43,9.1,705687545
944,17,3.2,138134270
562,25,7,948798254
590,38,8.1,711938684
934,43,5.5,183294909
968,40,6.9,251763856
393,34,2.6,612248041
602,28,8.8,768118754
549,17,9.6,243625834
411,34,9.7,659521344
606,29,2.7,417420662
478,2,8.7,557426145
582,16,7.8,880792142
673,50,4.1,931377477
49,1,8,624520800
595,2,4.2,622060750
93,11,0.2,104755226
206,19,0.3,270417062
175,46,4.9,727210922
370,10,4.7,530261279
439,13,0.1,238519154
513,20,1.3,554094878
342,3,7.7,451446291
943,25,3.2,293905089
986,1,4.5,700181756
515,39,3.3,580963401
482,14,9,364101959
984,22,4.6,169493610
849,6,9.6,391027670
234,3,0.8,959298616
823,9,7.9,258478416
847,25,0.2,201368429
120,39,5.5,165985645
684,37,7.4,684130558
628,50,7.5,565306099
465,43,5.1,569460691
288,28,3.3,713698380
869,17,7.6,221180413
991,9,5.2,406092452
886,32,2.6,355684002
514,33,8.7,750730153
263,50,7.5,919535913
982,42,8.3,654690723
94,1,4.8,572340213
554,48,0.8,586320138
670,37,1.5,364937231
964,18,0.9,645701487
180,13,8.7,510809461
733,44,8.1,979548893
12,26,8.3,432211723
741,3,4.8,787283700
821,21,3.4,116627204
808,20,0.7,456331938
851,12,4.9,329929482
356,30,5.8,515996972
718,14,1.1,842255319
705,28,1.7,390538509
714,11,8.2,686185232
13,40,8.4,348950338
490,6,2.4,464326976
544,20,4.8,139263957
866,9,3.9,474775047
981,35,0.1,848144833
216,36,9.2,851846149
289,17,0.7,480928467
656,15,9.4,971375137
523,3,2.4,382182667
215,30,3.9,955042172
192,33,9.5,317567961
166,34,5.6,175930870
808,26,9.1,747213938
150,19,3.7,248671369
752,20,8.8,977578207
368,37,8,138804075
692,13,1.9,477261396
564,17,4.4,818047830
802,48,8.8,865842001
50,30,9.9,566729184
205,2,6.3,622386775
236,50,6.5,619807009
498,35,3.2,456578698
40,32,2.5,358142170
203,49,6,461520991
320,32,5.2,464138541
881,28,5.5,859487377
560,38,0.9,735901639
212,25,2.1,780949865
494,46,4,423677699
491,18,3.6,639976970
147,21,5.4,215754837
812,33,9.8,684626417
382,42,5.4,777404213
32,2,6.3,433235125
591,18,5.5,910563833
445,29,9.9,254654972
430,33,6.4,590615765
574,2,4.7,101887773
955,15,5.3,481710751
977,6,6.7,890425186
427,16,4.4,422068365
839,16,7.8,190824814
59,27,8.7,277271903
411,33,4.8,549977375
415,41,6.7,520719827
159,29,1.1,158874063
44,8,2,340391148
893,6,5.8,908058870
823,18,3.2,914454215
903,40,7.8,369155901
924,6,5,718617536
406,34,0.2,500977704
500,26,9.1,377693802
985,33,1.1,586982739
520,43,8.1,343558000
324,38,5.3,805809594
975,37,0.4,738029915
812,30,8.8,246066361
556,27,6.4,239230797
696,13,7.4,367819589
140,37,4,809932338
33,47,3.4,394286214
837,26,8.1,499995568
912,47,9.7,371219147
418,35,2.6,979049495
514,39,2.9,306225058
432,23,9.4,578231003
561,10,7.8,577732466
883,42,5.1,749839519
559,19,0.1,886772343
644,11,9.9,763454322
179,31,9.3,745466120
274,25,4,838571891
409,9,0.8,157132940
980,19,6.7,558261986
127,27,5.7,478537283
513,26,9.1,124638385
231,31,6.1,938320029
476,20,3.7,282302920
435,3,9.9,955967122
508,4,6.7,804445319
520,22,0.8,874101455
870,4,8.1,319928299
837,18,9.4,888692988
518,26,3.3,449808741
655,6,1.4,395830088
794,46,5.8,615517246
961,34,6.5,947818198
465,3,9.5,935637183
773,44,4.5,351714781
748,19,0.4,251324349
359,26,6.4,248473179
410,36,8.7,712609235
200,37,3.8,527157341
122,42,8.2,344700758
24,19,0.2,750334524
532,46,3.5,612123027
738,24,2.7,629764056
339,23,8.1,630170512
809,26,1.3,968184343
931,7,7.4,356963407
722,34,7.1,461255124
891,49,7.7,703709800
201,36,2.8,179972077
559,23,0.1,580116999
730,43,3.7,664052281
479,35,2.3,960403382
377,38,3.4,475255501
332,39,2,804824150
141,2,8.8,128101019
183,26,7.3,749242926
59,16,1.4,611358498
205,46,6,413233519
925,34,1,233661960
243,43,8.6,442848655
416,17,2.2,648992885
3,49,7.8,900401801
479,44,6.1,338088134
943,30,0.4,443490666
228,34,9,934014173
853,36,6.3,498237399
960,34,3.5,636561246
822,39,6.8,515671276
262,4,5.9,890844091
982,10,9.2,304492908
623,14,8,972726954
638,5,5.4,954283283
731,46,5.8,655797799
322,21,1.7,791756139
942,19,3.9,820783912
950,13,7.8,972594427
934,1,8.9,461452912
163,10,5.3,107315701
818,1,7.2,821218633
756,24,4.4,742712900
897,2,1,814738109
672,42,0.4,507022319
982,11,7.6,818572973
917,2,3.3,113627167
760,44,3.5,346274622
124,49,2.1,114016244
244,34,7.9,767341541
649,44,1.7,533210678
961,20,0.1,105855787
774,27,4.8,821142204
885,12,8.1,479703498
377,38,1.7,281078660
9,41,7.9,252240920
326,49,0.4,360686607
62,46,7,370873606
455,37,6.3,462662463
385,28,2.8,696753656
332,36,0.5,128158917
826,2,2,158804864
137,33,7.7,814560971
998,42,7.6,356678147
115,12,4.8,678874314
634,14,5.4,320232874
630,43,3.6,775126216
929,36,7,296097845
729,48,2.5,989611346
868,17,7.1,599100044
997,29,1.9,353250486
763,40,7.8,550337987
84,5,8.9,766156661
664,21,8.8,517243829
72,48,2.6,268089584
977,9,2.9,803485308
448,48,7,726656589
425,5,5.2,446695110
902,26,0.4,846691580
753,6,8.4,716939289
543,33,3.2,263743362
291,43,7.5,382199618
836,15,2.8,893043252
500,34,8.3,244832883
95,28,9.9,776064537
131,37,7,800651281
763,42,8.7,419907649
588,29,6.1,449654895
936,15,6,697080657
438,25,2.4,894095150
26,35,8.2,661055990
809,28,3.9,160500125
31,31,0.5,803978523
84,5,0.7,568981106
600,23,3.8,298728443
905,50,3.9,326188116
775,34,7.2,894520999
997,43,9.1,892043293
479,27,5.2,245019223
690,39,9.1,143783628
996,9,3.8,299049729
295,3,2.7,916974479
870,21,6.1,432379291
109,9,3.5,947818876
64,32,1.8,629234936
79,40,4.6,812596412
933,32,5.2,251245185
530,21,8.6,436194741
533,14,2.9,150571834
336,1,0.7,713512066
552,4,7.2,159634158
801,4,0.1,677349946
277,18,8,916891810
729,30,0.7,722933030
623,45,2.2,134249192
115,21,1.8,116773977
595,17,4,699400396
537,3,7.6,444657255
134,28,6,220058980
54,16,5.3,178533290
866,40,8.9,597561579
528,10,2.7,731735145
662,31,6.5,978728001
657,4,4,493086406
680,49,2.4,550987912
256,40,8,167156719
136,17,9.9,266532505
114,17,2,517691678
966,3,4.1,206324519
675,34,4.5,854938038
620,44,5.7,873605297
450,49,6.4,984329995
145,46,3.5,217743000
357,11,0.4,606393316
662,4,5.3,101219374
414,26,4,976998334
43,32,7.3,558959905
296,37,2.8,217169627
901,8,6.3,895981801
430,29,0.2,458657829
562,11,8.4,735094034
685,27,3.6,612033840
887,1,1.6,796387270
62,18,2.5,931635038
950,19,1.8,640006045
703,24,6.9,653516842
382,19,7.9,935180305
852,47,2.1,337253513
851,2,8.5,277292648
475,12,6.5,598300147
360,44,7.3,888385471
906,29,4.4,164950346
527,9,4.5,959372784
216,38,5.4,532707589
76,49,7,253422876
383,32,7.2,279967782
590,13,2,607580675
183,39,1.2,496942500
958,10,4.1,728717783
821,18,0.6,977877433
69,30,0.1,255418968
235,41,9.5,818951549
854,5,5.9,943341890
372,22,3.2,201235277
589,42,3.8,440988055
119,44,9.1,499859067
649,15,1.1,799965017
712,40,5.7,579085888
426,6,8,986523910
832,17,8.2,940874853
789,49,3.6,452233458
460,39,0.4,474528124
386,14,1.3,586794017
412,8,1.4,424722297
783,18,1,246686064
499,17,7.4,890179552
648,24,3.4,386950480
325,6,0.2,177729109
877,38,9.1,611445464
413,9,3.9,477037958
557,40,5,782171284
576,6,8.2,937991370
961,43,7.8,739145248
453,30,8.1,164373158
830,9,5.3,326298278
777,5,3,739435379
477,22,0.8,660743965
782,43,9.8,386023958
358,5,1.8,861452237
928,7,0.2,969347206
488,19,9.4,351813930
336,40,9.1,149222042
348,48,8.1,120786821
455,2,4.5,206484628
331,50,5.8,159874765
599,8,9.9,588494899
486,15,1.6,632877663
261,42,9.7,774050329
53,20,5.1,448362419
299,36,3.4,651369745
267,29,2.3,392421137
679,48,4.2,956615179
177,16,7,563863180
611,15,4.1,763775822
912,22,9,411680817
582,18,5.6,524175377
853,8,9.4,346623838
679,32,3.2,104572053
927,18,6.6,231484437
583,19,5.8,866794393
392,22,3,745393992
440,48,6.3,728871373
280,6,8.9,602391539
199,47,2.4,134052826
416,44,0.2,602504029
52,15,1.1,921579843
225,4,0.4,268355724
916,28,4.1,179208354
519,15,8.2,252186243
136,23,7.1,276674924
154,23,8.3,202448482
215,2,0.3,475290816
355,37,5.3,525517357
773,2,8.5,983731798
456,43,2.1,817408356
638,29,5.2,945752871
484,47,3.3,955896645
100,24,2.6,558678518
568,1,6.1,792053608
456,13,6.8,359174584
293,30,7.6,456925164
154,10,2.1,764000559
300,45,5.6,735045443
281,43,8.7,675881543
23,44,9,577519424
695,34,4.4,965970067
143,36,2,166865413
665,31,7.8,331405965
950,35,0.2,169620211
912,39,1.6,382443558
935,27,6.1,608361435
490,34,4.4,968615214
534,2,9.6,761843024
903,15,6.6,110898758
503,42,4.9,216311533
852,50,5.9,416232107
562,5,6.2,715429578
828,7,0.7,674812208
177,22,4.2,457200885
665,32,7.8,525370085
867,13,1.2,753796298
399,18,1.8,365292023
223,44,3.3,761950249
700,38,7,645185139
589,49,3.5,911465687
424,24,1,933444613
87,12,4.2,806579344
957,18,9.5,419197876
904,20,1.4,106281465
771,48,4.7,619859401
811,35,3.9,937999772
150,19,0.1,799881331
66,28,1,823259784
494,20,8,969755749
999,4,7.6,853678738
256,33,1.9,372491446
452,32,5.5,210047362
596,49,0.6,465551702
868,7,0.4,181994622
416,8,0.3,663974479
948,46,7,187723567
602,13,5.1,182260940
891,44,5.5,976062947
88,17,0.3,669894105
770,40,8.7,866879609
213,49,4.1,770669300
542,2,0.2,569520163
170,42,7.7,823859310
532,41,9.7,888546367
948,5,5.4,656229361
